x-axis,1
second,Volt
-250.2000E-03,
-249.9500E-03,+517.3995E-03
-249.7000E-03,+512.3744E-03
-249.4500E-03,+577.7010E-03
-249.2000E-03,+562.6256E-03
-248.9500E-03,+572.6759E-03
-248.7000E-03,+572.6759E-03
-248.4500E-03,+532.4749E-03
-248.2000E-03,+582.7261E-03
-247.9500E-03,+582.7261E-03
-247.7000E-03,+552.5754E-03
-247.4500E-03,+582.7261E-03
-247.2000E-03,+562.6256E-03
-246.9500E-03,+522.4246E-03
-246.7000E-03,+462.1231E-03
-246.4500E-03,+416.8970E-03
-246.2000E-03,+401.8216E-03
-245.9500E-03,+436.9975E-03
-245.7000E-03,+411.8718E-03
-245.4500E-03,+416.8970E-03
-245.2000E-03,+482.2236E-03
-244.9500E-03,+401.8216E-03
-244.7000E-03,+411.8718E-03
-244.4500E-03,+472.1734E-03
-244.2000E-03,+462.1231E-03
-243.9500E-03,+436.9975E-03
-243.7000E-03,+442.0226E-03
-243.4500E-03,+311.3693E-03
-243.2000E-03,+261.1181E-03
-242.9500E-03,+276.1935E-03
-242.7000E-03,+281.2186E-03
-242.4500E-03,+261.1181E-03
-242.2000E-03,+281.2186E-03
-241.9500E-03,+386.7462E-03
-241.7000E-03,+502.3241E-03
-241.4500E-03,+507.3492E-03
-241.2000E-03,+562.6256E-03
-240.9500E-03,+557.6005E-03
-240.7000E-03,+552.5754E-03
-240.4500E-03,+562.6256E-03
-240.2000E-03,+562.6256E-03
-239.9500E-03,+567.6507E-03
-239.7000E-03,+572.6759E-03
-239.4500E-03,+582.7261E-03
-239.2000E-03,+582.7261E-03
-238.9500E-03,+537.5000E-03
-238.7000E-03,+562.6256E-03
-238.4500E-03,+547.5502E-03
-238.2000E-03,+421.9221E-03
-237.9500E-03,+411.8718E-03
-237.7000E-03,+431.9723E-03
-237.4500E-03,+426.9472E-03
-237.2000E-03,+401.8216E-03
-236.9500E-03,+492.2739E-03
-236.7000E-03,+462.1231E-03
-236.4500E-03,+386.7462E-03
-236.2000E-03,+421.9221E-03
-235.9500E-03,+462.1231E-03
-235.7000E-03,+462.1231E-03
-235.4500E-03,+457.0980E-03
-235.2000E-03,+381.7211E-03
-234.9500E-03,+276.1935E-03
-234.7000E-03,+281.2186E-03
-234.4500E-03,+261.1181E-03
-234.2000E-03,+301.3191E-03
-233.9500E-03,+281.2186E-03
-233.7000E-03,+281.2186E-03
-233.4500E-03,+477.1985E-03
-233.2000E-03,+482.2236E-03
-232.9500E-03,+512.3744E-03
-232.7000E-03,+562.6256E-03
-232.4500E-03,+547.5502E-03
-232.2000E-03,+582.7261E-03
-231.9500E-03,+567.6507E-03
-231.7000E-03,+572.6759E-03
-231.4500E-03,+567.6507E-03
-231.2000E-03,+582.7261E-03
-230.9500E-03,+567.6507E-03
-230.7000E-03,+552.5754E-03
-230.4500E-03,+562.6256E-03
-230.2000E-03,+582.7261E-03
-229.9500E-03,+411.8718E-03
-229.7000E-03,+411.8718E-03
-229.4500E-03,+421.9221E-03
-229.2000E-03,+421.9221E-03
-228.9500E-03,+421.9221E-03
-228.7000E-03,+472.1734E-03
-228.4500E-03,+462.1231E-03
-228.2000E-03,+321.4196E-03
-227.9500E-03,+386.7462E-03
-227.7000E-03,+452.0728E-03
-227.4500E-03,+447.0477E-03
-227.2000E-03,+442.0226E-03
-226.9500E-03,+442.0226E-03
-226.7000E-03,+271.1683E-03
-226.4500E-03,+271.1683E-03
-226.2000E-03,+261.1181E-03
-225.9500E-03,+271.1683E-03
-225.7000E-03,+251.0678E-03
-225.4500E-03,+261.1181E-03
-225.2000E-03,+462.1231E-03
-224.9500E-03,+517.3995E-03
-224.7000E-03,+512.3744E-03
-224.4500E-03,+572.6759E-03
-224.2000E-03,+602.8266E-03
-223.9500E-03,+612.8769E-03
-223.7000E-03,+552.5754E-03
-223.4500E-03,+572.6759E-03
-223.2000E-03,+622.9271E-03
-222.9500E-03,+567.6507E-03
-222.7000E-03,+562.6256E-03
-222.4500E-03,+537.5000E-03
-222.2000E-03,+542.5251E-03
-221.9500E-03,+562.6256E-03
-221.7000E-03,+502.3241E-03
-221.4500E-03,+416.8970E-03
-221.2000E-03,+421.9221E-03
-220.9500E-03,+452.0728E-03
-220.7000E-03,+421.9221E-03
-220.4500E-03,+426.9472E-03
-220.2000E-03,+462.1231E-03
-219.9500E-03,+467.1482E-03
-219.7000E-03,+442.0226E-03
-219.4500E-03,+426.9472E-03
-219.2000E-03,+462.1231E-03
-218.9500E-03,+457.0980E-03
-218.7000E-03,+462.1231E-03
-218.4500E-03,+336.4950E-03
-218.2000E-03,+261.1181E-03
-217.9500E-03,+256.0930E-03
-217.7000E-03,+281.2186E-03
-217.4500E-03,+261.1181E-03
-217.2000E-03,+261.1181E-03
-216.9500E-03,+376.6960E-03
-216.7000E-03,+472.1734E-03
-216.4500E-03,+507.3492E-03
-216.2000E-03,+542.5251E-03
-215.9500E-03,+547.5502E-03
-215.7000E-03,+552.5754E-03
-215.4500E-03,+597.8015E-03
-215.2000E-03,+562.6256E-03
-214.9500E-03,+557.6005E-03
-214.7000E-03,+562.6256E-03
-214.4500E-03,+577.7010E-03
-214.2000E-03,+562.6256E-03
-213.9500E-03,+572.6759E-03
-213.7000E-03,+572.6759E-03
-213.4500E-03,+582.7261E-03
-213.2000E-03,+421.9221E-03
-212.9500E-03,+426.9472E-03
-212.7000E-03,+401.8216E-03
-212.4500E-03,+411.8718E-03
-212.2000E-03,+442.0226E-03
-211.9500E-03,+482.2236E-03
-211.7000E-03,+482.2236E-03
-211.4500E-03,+401.8216E-03
-211.2000E-03,+442.0226E-03
-210.9500E-03,+462.1231E-03
-210.7000E-03,+482.2236E-03
-210.4500E-03,+462.1231E-03
-210.2000E-03,+401.8216E-03
-209.9500E-03,+291.2688E-03
-209.7000E-03,+271.1683E-03
-209.4500E-03,+246.0427E-03
-209.2000E-03,+241.0176E-03
-208.9500E-03,+246.0427E-03
-208.7000E-03,+301.3191E-03
-208.4500E-03,+477.1985E-03
-208.2000E-03,+502.3241E-03
-207.9500E-03,+522.4246E-03
-207.7000E-03,+562.6256E-03
-207.4500E-03,+577.7010E-03
-207.2000E-03,+542.5251E-03
-206.9500E-03,+552.5754E-03
-206.7000E-03,+562.6256E-03
-206.4500E-03,+587.7512E-03
-206.2000E-03,+562.6256E-03
-205.9500E-03,+562.6256E-03
-205.7000E-03,+572.6759E-03
-205.4500E-03,+542.5251E-03
-205.2000E-03,+522.4246E-03
